index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
1833	main-news	headlines	2015	1499	none	none	Obama made last-minute decision on Syria approval	Obama mulls limited military action in Syria	2.00
1834	main-news	headlines	2016	0437	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Obama orders Syria 'gas attack' inquiry	UN urges Syria gas attack inspection	2
1835	main-news	headlines	2016	0579	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Man kills 4 in Calif. before police shoot him dead	Police: Gunman killed 6 in California shootings	2
1836	main-news	headlines	2016	0584	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	N. Korea Deports Elderly American	North Korea deports detained US war veteran	2
1837	main-news	headlines	2016	0627	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Obama mulls limited military action in Syria	Obama urges military action against Syria, but will seek Congress' OK	2
1838	main-news	headlines	2016	0708	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	One killed in clashes at Muslim Brotherhood Cairo offices	Egypt: Protesters storm Muslim Brotherhood's HQ	2
1839	main-news	headlines	2016	0714	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Saudi Women To Protest Against Driving Ban	Saudi women drive in protest with little problem	2
1840	main-news	headlines	2016	0726	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Nelson Mandela hospital release reports 'incorrect'	Nelson Mandela Goes Home After Hospital Stay	2
1841	main-news	headlines	2016	0776	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	US to Determine Extent of Chemical Weapons Use by Syria	What we know so far about chemical weapons in Syria's civil war	2
1842	main-news	headlines	2016	0789	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Russia's Putin claims authority to invade Ukraine	Kremlin: Putin yet to decide on using Russian troops in Ukraine	2
1843	main-news	headlines	2016	0813	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Singapore shares open 0.28% lower on Thursday	Singapore shares open 0.19% higher on Thursday	2
1844	main-news	headlines	2016	0826	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Headlines in major Iranian newspapers on Oct 4	Headlines in several Iranian newspapers on Oct 19	2
1845	main-news	headlines	2016	0854	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	How the Dow Jones Industrial Average Did Wednesday	How the Dow Jones Industrial Average Fared on Monday	2
1846	main-news	headlines	2016	0967	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Iraq bombings kill at least 26	Iraq suicide bomber kills at least 12	2
1847	main-news	headlines	2016	1023	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	UN Security Council hears Yemen envoy's final ...	UN Security Council urges Yemen's Houthis to end...	2
1848	main-news	headlines	2016	1033	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Markets Live: Waiting for China data	Markets Live: China drags	2
1849	main-news	headlines	2016	1036	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Palestinians, Israeli police clash at Jerusalem's al-Aqsa	Palestinian Shot by Israeli Police in East Jerusalem Dies	2
1850	main-news	headlines	2016	1047	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	The end of the Hong Kong protests?	UK 'concern' over Hong Kong protests	2
1851	main-news	headlines	2016	1100	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Prince William dons samurai gear on Japan tour	Prince William of Britain arrives in Beijing	2
1852	main-news	headlines	2016	1115	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Micronesia vice president to visit China	Vice President of Bolivia to visit China	2
1853	main-news	headlines	2016	1137	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	New US Sanctions Target Overseas Cyber Attackers	China disagrees with U.S. sanctions program on overseas cyber attackers	2
1854	main-news	headlines	2016	1200	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Taiwan coast guard launches new ships as South China Sea tensions rise	Chinese military reaches out amid South China Sea tensions	2
1855	main-news	headlines	2016	1256	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Pro-Palestinian Activists March to UN Headquarters	Pro-Palestinian activists prepare flotilla to break Gaza blockade	2
1856	main-news	headlines	2016	1267	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	All 224 dead in Russian airliner mystery crash	Heat flash detected at time of Russian airliner crash	2
1857	main-news	headlines	2016	1330	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	North Korea to put US citizen on trial	N Korea hit with new US sanctions	2
1858	main-news	headlines	2016	1340	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Hong Kong officials resume work as protests thin	Hong Kong student leaders mull protest retreat	2
1859	main-news	headlines	2016	1443	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	France shuts mosque, arrests man in crackdown after attacks	Security tightened at New Delhi churches after attacks	2
1860	main-news	headlines	2016	1447	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Russian plane reportedly crashes in Egypt	Pilot killed as US jet crashes in England	2
1861	main-captions	MSRvid	2012test	0122	none	none	A man is playing a flute.	A man is playing guitar.	2.167
1862	main-captions	MSRvid	2012test	0573	none	none	A small baby is playing a guitar.	A boy sits on a bed, sings and plays a guitar.	2.000
1863	main-captions	MSRvid	2012train	0137	none	none	A man is playing a flute.	A man is playing guitar.	2.167
1864	main-captions	MSRvid	2012train	0277	none	none	A man is talking on a cell phone.	A guy is talking into a microphone.	2.000
1865	main-captions	images	2014	0016	none	none	The black and white cows pause in front of the gate.	A black cow and a brown cow stands in a plain in front of an uprooted tree.	2.2
1866	main-captions	images	2014	0092	none	none	The udders of a dairy cow that is standing in a pasture near a large building.	The black and brown cow is standing on the green grass.	2
1867	main-captions	images	2014	0160	none	none	A coal train traveling down the tracks.	An old train sits idle on the tracks.	2
1868	main-captions	images	2014	0184	none	none	A bicycle in front of some ruins.	A pink bicycle is in front of a building.	2.2
1869	main-captions	images	2014	0549	none	none	A black and white photo of a bottle sitting atop a rock carving in front of a line of bushes.	A bottle of water sitting on a stone with other stones and a wall in the background.	2
1870	main-captions	images	2014	0631	none	none	A woman leading a white horse.	A man in a tux on a white horse.	2
1871	main-captions	images	2014	0645	none	none	Left side of a silver train engine.	A close-up of a black train engine.	2.2
1872	main-captions	images	2014	0654	none	none	Blue couch and twin bed in a living room.	A leather couch and wooden table in a living room.	2.2
1873	main-captions	images	2014	0691	none	none	A woman is laying down on the floor and holding a baby up above her.	A man is laying on the floor holding a baby up above him.	2.2
1874	main-captions	images	2015	0126	none	none	A black and white dog is running in a grassy garden surrounded by a white fence.	A black and white dog is jumping over a hurdle.	2.20
1875	main-captions	images	2015	0165	none	none	A woman is sitting up asleep with her head resting on her hand.	A man who is resting his head on his hand.	2.20
1876	main-captions	images	2015	0369	none	none	two dogs running in the snow	A dog laying in the snow.	2.20
1877	main-captions	images	2015	0812	none	none	Three clowns in bright, multi-colored costumes.	Three women in brightly colored dresses.	2.00
1878	main-captions	images	2015	0980	none	none	A man with long hair is looking through a camera.	A man with sunglasses looking straight ahead.	2.00
1879	main-captions	images	2015	1030	none	none	A boy is jumping into the water with a ball in his hand.	A little boy swimming underwater with a toy in his hand.	2.20
1880	main-captions	images	2015	1035	none	none	This dog is jumping through the water.	Two dogs running through the water on a beach.	2.20
1881	main-captions	images	2015	1155	none	none	A hockey player looks intently downward.	A hockey player during a game.	2.00
1882	main-captions	track5.en-en	2017	0016	none	none	a woman watches a rap group live	An audience watches a girl dance.	2.200000
1883	main-captions	track5.en-en	2017	0044	none	none	The people are leaving the airplane.	The people are entering the plane.	2.200000
1884	main-captions	track5.en-en	2017	0058	none	none	An old man wearing a hat stands outside a shop door.	a man in an oversized shirt sits at a shop	2.200000
1885	main-captions	track5.en-en	2017	0068	none	none	Man sitting on a bench drink from a mug surrounded by rugs.	A man is sitting on one of two red benches and staring into a kiosk.	2.200000
1886	main-captions	track5.en-en	2017	0072	none	none	A small blond boy slides head first down a blue playground slide toward another blond youth.	A young boy with his hair standing up, is sliding down a blue slide	2.000000
1887	main-captions	track5.en-en	2017	0117	none	none	four people walk toward a tower	Two men walk toward a dome-shaped building.	2.000000
1888	main-captions	track5.en-en	2017	0122	none	none	Men are fighting after a basketball game.	The men are playing a game of basketball.	2.200000
1889	main-captions	track5.en-en	2017	0127	none	none	People are sitting around dimly lit tables while smiling and laughing.	People are sitting on benches.	2.000000
1890	main-captions	track5.en-en	2017	0211	none	none	There are two men near a wall.	Three women are sitting near a wall.	2.000000
1891	main-forums	answers-forums	2015	0141	none	none	A method used to calculate the distance between stars is 3 Dimensional trigonometry.	You only need two-dimensional trigonometry if you know the distances to the two stars and their angular separation.	2.00
1892	main-forums	answers-forums	2015	0187	none	none	Asteroids are what are called minor planets - small inner solar system rocky bodies.	The objects you are refering to are actually two different objects: asteroids and comets.	2.00
1893	main-forums	answers-forums	2015	0227	none	none	Spike trigger is a specific type or you could say a sub-set of reverse correlations, covariance and probabilities.	There's the naïve version of spike triggered averaging, and the sophisticated version.	2.00
1894	main-forums	answers-forums	2015	0351	none	none	This depends on the shelf life of the cultivar of tomato you purchased.	Tomatoes will last longer if kept in the fridge, but I actually recommend against keeping them there.	2.00
1895	main-forums	answers-forums	2015	0582	none	none	Properly executed weight training will increase, not decrease, your flexibility and mobility.	I've seen guys that are still very flexable while lifting weights.	2.20
1896	main-forums	answers-forums	2015	0627	none	none	Just about anything can be grown indoors without natural sunlight.	We have quite a few people here who have grown peppers and small tomatoes indoors and in pots.	2.00
1897	main-forums	answers-forums	2015	0641	none	none	There is a very full description of the various types of hormone rooting compound here.	It is meant to stimulate root growth - in particular to stimulate the creation of roots.	2.00
1898	main-forums	answers-forums	2015	0659	none	none	If you can get over the "ick factor," you have an easily-applied source of organic nitrogen fertilizer close at hand.	The NPK numbers on the fertilizer represents the percent, by weight, of Nitrogen, P2O5 and K2O, respectively.	2.00
1899	main-forums	answers-forums	2015	0704	none	none	The USA is the world's strongest country because of its military force.	The United States is one of the five largest countries in the world by area.	2.00
1900	main-forums	answers-forums	2015	0716	none	none	While Queen may refer to both Queen regent (sovereign) or Queen consort, the King has always been the sovereign.	There is a very good reason not to refer to the Queen's spouse as "King" - because they aren't the King.	2.00
1901	main-forums	answers-forums	2015	0747	none	none	By the time that Qin had totally collapsed, Xiang Yu was China's hegemon.	The Han Dynasty came after the Qin Dyansty, after the government under Shi Huang Di collapsed.	2.00
1902	main-forums	answers-forums	2015	0791	none	none	Dominus, plural Domini, in ancient Rome, “master,” or “owner,” particularly of slaves.	A greek-speaking slave (δούλος, doulos) I think would call his master κύριος (translit: kurios; lord, master, sir; vocative form: κύριε).	2.20
1903	main-forums	answers-forums	2015	0805	none	none	In some nowadays Indo-European languages you can still see rests of base-20 numeral systems.	Modern Englishes, and many other well-known languages, use base 10 (ie decimal) systems of numerals.	2.20
1904	main-forums	answers-forums	2015	0920	none	none	Different parts of California have different wildlife, so you should probably narrow the region.	American black bears They are somewhat common in some wilderness areas of California, mostly in the mountains.	2.00
1905	main-forums	answers-forums	2015	1015	none	none	I know of no firm evidence indicating that baby talk is either helpful or detrimental in language development.	Baby talk, when used correctly is beneficial to speech development.	2.00
1906	main-forums	answers-forums	2015	1031	none	none	You will be hard pressed to find scientific studies that answer these questions with any certainty.	The topics you mention are very broad and not closely related in the scientific world.	2.20
1907	main-forums	answers-forums	2015	1147	none	none	The main cause of the allergies is proteins in the saliva.	Allergies to animals, particularly furry ones, can be across the board rather than species specific.	2.20
1908	main-forums	answers-forums	2015	1217	none	none	The difference between "necessary" and "sufficient" is the direction of the logical arrow.	sufficient is an upper bound, necessary is a lower bound.	2.00
1909	main-forums	answers-forums	2015	1525	none	none	I have a standing/sitting desk at work and really like it.	As mentioned by other responders, it turns out that using a standing desk isn't necessarily a perfect solution.	2.20
1910	main-forums	answers-forums	2015	1574	none	none	Feel the fear... And do it anyway The book recommends to feel the fear.	13 Tips To Face Your Fear and Enjoy the Ride seems interesting.	2.20
1911	main-forums	answers-forums	2015	1811	none	none	As I remember, in Geneva at least, there are open air markets on a weekly basis.	This page list all the big Christmas markets in Switzerland.	2.00
1912	main-forums	answers-forums	2015	1818	none	none	My experience is that a normal taxi is always cheaper.	When using a regular taxi make sure it's with a reputable company or you agree upon the rate upfront.	2.00
1913	main-news	MSRpar	2012test	0016	none	none	Mel Gibson's passion-stirring Biblical epic "The Passion of Christ" will open in the United States on Feb. 25 - Ash Wednesday on the Roman Catholic calendar.	Mel Gibson is negotiating with Newmarket Films to distribute his embattled Biblical epic "The Passion of Christ" in the United States.	2.000
1914	main-news	MSRpar	2012test	0178	none	none	PG&E Corp. shares were up 39 cents or 2.6 percent at $15.59 on the New York Stock Exchange on Tuesday.	PG&E's shares gained 24 cents to $15.44 during Tuesday's trading on the New York Stock Exchange.	2.200
1915	main-news	MSRpar	2012test	0301	none	none	The Securities and Exchange Commission has also initiated an informal probe of Coke.	That federal investigation is separate from an informal inquiry by the Securities and Exchange Commission.	2.200
1916	main-news	MSRpar	2012train	0139	none	none	The two-year note US2YT=RR fell 5/32 in price, taking its yield to 1.23 percent from 1.16 percent late on Monday.	The benchmark 10-year note US10YT=RR lost 11/32 in price, taking its yield to 3.21 percent from 3.17 percent late on Monday.	2.000
1917	main-news	MSRpar	2012train	0197	none	none	Orange shares jumped as much as 15 percent.	France Telecom shares dropped 3.6 percent while Orange surged 13 percent.	2.000
1918	main-news	MSRpar	2012train	0298	none	none	From Broadway comedies like "The Seven Year Itch" (1952), "Will Success Spoil Rock Hunter?"	Playwright George Axelrod, who anticipated the sexual revolution with The Seven Year Itch and Will Success Spoil Rock Hunter?	2.000
1919	main-news	MSRpar	2012train	0374	none	none	The helicopter burst into flames upon impact, according to the Mohave County Sheriff's Office.	The helicopter was owned by Las Vegas-based Sundance Helicopters Inc., according to the sheriff's office.	2.000
1920	main-news	MSRpar	2012train	0544	none	none	A Stage 1 episode is declared when ozone levels reach 0.20 parts per million.	The federal standard for ozone is 0.12 parts per million.	2.200
1921	main-news	headlines	2013	0253	none	none	US drone strike kills 8 militants	US drone strike kills four in NWA: officials	2.2
1922	main-news	headlines	2013	0493	none	none	Assad meets with Red Cross officials in Syria	Assad makes Red Cross pledge	2
1923	main-news	headlines	2013	0682	none	none	Romney, Obama clash on tax, economy in first debate	Obama and Romney take stage for first debate	2.2
1924	main-news	headlines	2014	0041	none	none	2 dead in Bangladesh clashes over Jamaat leader’s execution	Bangladesh Islamist leader executed	2
1925	main-news	headlines	2014	0154	none	none	Calif man pleads not guilty in girl kidnap case	Calif. man pleads not guilty in terrorism case	2.2
1926	main-news	headlines	2014	0464	none	none	Singapore stocks end up 0.11 pct	Singapore stocks close 0.54 pct higher	2.2
1927	main-news	headlines	2014	0598	none	none	Nelson Mandela undergoes surgery	‘Nelson Mandela is recovering’	2.2
1928	main-news	headlines	2014	0648	none	none	Nicaragua, Venezuela offer asylum to Snowden	Bolivia's Morales says he would grant asylum to Snowden if asked	2.2
1929	main-news	headlines	2014	0690	none	none	Four killed, scores wounded in clashes across Egypt	Egypt violence: Student killed in clashes at Cairo’s Islamic university	2.2
1930	main-news	headlines	2015	0082	none	none	Rescuers scour debris after India buildings collapse	Select images from Bangladesh building collapse	2.20
1931	main-news	headlines	2015	0487	none	none	Quotes from leaders, family at Mandela memorial	Obama shakes hands with Cuba's Castro at Mandela memorial	2.00
1932	main-news	headlines	2016	0419	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Boy, 14, arrested for sex attacks around a university campus	Two teenagers arrested after string of sex attacks on Manchester University campus	2
1933	main-news	headlines	2016	0832	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Bombings kill 9 people in Iraqi capital	Bombings kill 19 people in Iraq	2
1934	main-news	headlines	2016	0841	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	10 Things to Know for Wednesday	10 Things to Know for Thursday	2
1935	main-news	headlines	2016	0927	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	New UN peacekeeping chief named for Central African Republic	UN takes over peacekeeping in Central African Republic	2
1936	main-news	headlines	2016	1283	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Scientists prove there is water on Mars	Has Nasa discovered water on Mars?	2
1937	main-news	headlines	2016	1440	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Volkswagen skids into red in wake of pollution scandal	Volkswagen's "gesture of goodwill" to diesel owners	2
1938	main-captions	MSRvid	2012test	0052	none	none	A man is slicing a bun.	A man is slicing an onion.	2.400
1939	main-captions	MSRvid	2012test	0070	none	none	A man is cutting up a potato.	A man is cutting up carrots.	2.375
1940	main-captions	MSRvid	2012test	0154	none	none	A woman is slicing up some meat.	A woman is breading some meat.	2.250
1941	main-captions	MSRvid	2012test	0278	none	none	A girl is singing and playing a guitar.	A young man is singing while playing the guitar.	2.400
1942	main-captions	MSRvid	2012test	0384	none	none	Three teenage girls danced in the room.	Some teenage girls are dancing for the camera.	2.400
1943	main-captions	MSRvid	2012test	0466	none	none	The baby crawled through the doorway.	A baby is crawling across the floor.	2.400
1944	main-captions	MSRvid	2012test	0505	none	none	People ride and paddle a raft.	Four people are floating on a raft.	2.250
1945	main-captions	MSRvid	2012test	0508	none	none	The lady cut up a potatoe.	A man is cutting a potato.	2.400
1946	main-captions	MSRvid	2012test	0583	none	none	A man is tying on a stenographers machine.	the man used a stenograph.	2.250
1947	main-captions	MSRvid	2012test	0690	none	none	The girl flew her kite while she ran up a hill.	A girl loses her kite.	2.250
1948	main-captions	MSRvid	2012train	0065	none	none	A man is slicing a potato.	A woman is peeling a potato.	2.333
1949	main-captions	MSRvid	2012train	0503	none	none	The man is seasoning the sausages.	The man added seasoning to water in a bowl.	2.400
1950	main-captions	MSRvid	2012train	0642	none	none	A car backs out of a space.	A car is taking reverse.	2.400
1951	main-captions	images	2014	0074	none	none	Two men on boat floating on the water.	Large green boat floating on water.l.	2.4
1952	main-captions	images	2014	0304	none	none	A passenger train coming into a station.	A passenger train sits in the station.	2.4
1953	main-captions	images	2014	0372	none	none	A black and white cow stands on grass against a partly cloudy blue sky.	Two black and white cows behind a metal gate against a partly cloudy blue sky.	2.4
1954	main-captions	images	2014	0376	none	none	There are several sheared sheep in a pen.	Three white sheep in an enclosure.	2.4
1955	main-captions	images	2014	0506	none	none	A little bird floating in the water.	A duck floating in the water.	2.4
1956	main-captions	images	2015	0173	none	none	A man playing fetch with two brown dogs.	A woman plays with a brown dog.	2.33
1957	main-captions	images	2015	0186	none	none	The man is jumping into the water.	The man is up in the air.	2.40
1958	main-captions	images	2015	0364	none	none	a boy swinging on a swing.	The girl is on a swing.	2.40
1959	main-captions	images	2015	0431	none	none	A dog emerges form the water with a stick in its mouth.	A dog runs toward the camera with a stick in its mouth.	2.40
1960	main-captions	images	2015	0553	none	none	Brown dog splashing into the water.	Four dogs splashing in the water	2.40
1961	main-captions	images	2015	0575	none	none	The man is sitting at the top of a rocky mountain.	A person sticks their head out of a tent at the top of a mountain.	2.40
1962	main-captions	images	2015	0597	none	none	A man and a woman looking at the camera.	A man and a woman laughing.	2.33
1963	main-captions	images	2015	0671	none	none	A woman wearing a pink shirt jumps in the air with her arms and legs spread to her sides.	A man wearing suspenders and sunglasses leaps up in the air with his arms and legs spread out to the side.	2.40
1964	main-captions	images	2015	0694	none	none	Two dogs on the beach.	A dog walks on the beach.	2.40
1965	main-captions	images	2015	0952	none	none	A boy doing a back flip into a swimming pool.	A boy wearing red and blue swim trunks jumping head first into a swimming pool.	2.40
1966	main-captions	images	2015	1136	none	none	A brown dog is running through green grass.	A brown dog is running though a river.	2.40
1967	main-captions	images	2015	1146	none	none	A black dog walking through water.	Two black dogs walking through the snow.	2.40
1968	main-captions	images	2015	1350	none	none	A brown dog is splashing water everywhere by shaking the water off of itself.	A white dog is standing by a river shaking himself dry.	2.40
1969	main-forum	deft-forum	2014	0019	none	none	According to the girlfriend and Zimmerman, he did.	According to Zimmerman he did.	2.4
1970	main-forum	deft-forum	2014	0040	none	none	Ramblin' Rose by Nat King Cole We are all vessels filled with many wonders.	Eye of the Tiger We are all vessels filled with many wonders.	2.4
1971	main-forum	deft-forum	2014	0158	none	none	ALL of the electrical energy comes from the battery.	ALL of the electrical energy ultimately comes from the alternator.	2.4
1972	main-forum	deft-forum	2014	0171	none	none	There is no more egg cell post-fertilization.	There is no more sperm cell.	2.4
1973	main-forum	deft-forum	2014	0174	none	none	If you haven't made any claims, then just say so.	I haven't made any claims.	2.4
1974	main-forum	deft-forum	2014	0175	none	none	No Thatcherite can ever call themselves a libertarian.	Ergo it offends me when Thatcherites call themselves libertarian.	2.4
1975	main-forum	deft-forum	2014	0176	none	none	the problem isn't who has money.	the problem is who doesn't have money.	2.46666666666667
1976	main-forum	deft-forum	2014	0179	none	none	If so, alot of cops should take presciption drugs.	If so, alot of inventors, writers should take prescription drugs..	2.4
1977	main-forum	deft-forum	2014	0183	none	none	this is NOT a war deployment.	its not an official deployment.	2.4
1978	main-forum	deft-forum	2014	0187	none	none	That's not the Moloch scene, though.	This is the Moloch scene.	2.4
1979	main-forum	deft-forum	2014	0196	none	none	If the universe has an explanation of its existence, that explanation is God.	Therefore, the universe has an explanation of its existence.	2.4
1980	main-forum	deft-forum	2014	0222	none	none	PURE COMMUNISM: You have two cows.	LIBERTARIAN/ANARCHO-CAPITALISM: You have two cows.	2.4
1981	main-forum	deft-forum	2014	0241	none	none	Regulation get the government into everything.	"Get the government into everything?"	2.4
1982	main-forum	deft-forum	2014	0288	none	none	He had no intention of apprehending him.	- I didnt say he planned on apprehending him.	2.4
1983	main-forum	deft-forum	2014	0290	none	none	You're "a bunch of cells."	I'm "a bunch of cells."	2.4
1984	main-forum	deft-forum	2014	0351	none	none	Classical Gas We are all vessels filled with many wonders.	Time of the Season by the Zombies We are all vessels filled with many wonders.	2.4
1985	main-forum	deft-forum	2014	0397	none	none	the problem isn't who has money.	the problem is who doesn't have money.	2.46666666666667
1986	main-forum	deft-forum	2014	0412	none	none	Why did that transaction take place.	Did the transaction take place?	2.4
1987	main-forum	deft-forum	2014	0415	none	none	the problem isn't who has money.	the problem is who doesn't have money.	2.46666666666667
1988	main-news	MSRpar	2012test	0203	none	none	A seventh victim, a woman, died Tuesday night in the burn unit at childrens Hospital Medical Center of Akron.	A seventh person, a 21-year-old woman, was in critical condition in the burn unit at Akron Children's Hospital.	2.400
1989	main-news	MSRpar	2012test	0425	none	none	The Ireland Palestine Solidarity Campaign, of which Mr O Muireagáin was a member, welcomed his release.	The Ireland Palestine Solidarity Campaign, of which he was a member, said he was researching a schools exchange project.	2.400
1990	main-news	MSRpar	2012train	0004	none	none	The tech-loaded Nasdaq composite rose 20.96 points to 1595.91, ending at its highest level for 12 months.	The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02.	2.400
1991	main-news	MSRpar	2012train	0035	none	none	Peace Rules defeated Funny Cide in the Louisiana Derby.	But neither he nor Peace Rules could keep Funny Cide from drawing away.	2.250
1992	main-news	MSRpar	2012train	0145	none	none	Pataki praised Abraham's decision, and LIPA Chairman Richard Kessel said the cable should be kept in operation permanently.	LIPA Chairman Richard Kessel said that meant the cable could be used "as we see fit.	2.400
1993	main-news	MSRpar	2012train	0203	none	none	The Nasdaq composite index added 30.46 points, or 2 percent, to 1,520.15.	The Nasdaq had a weekly gain of 17.27, or 1.2 percent, closing at 1,520.15 after gaining 30.46 yesterday.	2.400
1994	main-news	MSRpar	2012train	0208	none	none	"I am proud that I stood against Richard Nixon, not with him," Kerry said.	"I marched in the streets against Richard Nixon and the Vietnam War," she said.	2.400
1995	main-news	MSRpar	2012train	0283	none	none	He planned to stay all day until the river crested, which was forecast for late last night.	He and the other lawyers planned to stay until the river starts receding.	2.400
1996	main-news	MSRpar	2012train	0319	none	none	Heather, 35, who lost a leg in a road accident, is thought to have steel plates fitted in her hips, which would make natural childbirth impossible.	Former model Lady McCartney lost a leg in a road accident in 1993 and is understood to have steel plates fitted in her hips which would make natural childbirth difficult.	2.400
1997	main-news	MSRpar	2012train	0402	none	none	The weather service reported maximum sustained winds of nearly 105 miles an hour with stronger gusts.	Maximum sustained winds were around 40 mph, with stronger gusts.	2.250
1998	main-news	MSRpar	2012train	0525	none	none	They reported symptoms of fever, headache, rash and muscle aches.	Symptoms include a stiff neck, fever, headache and sensitivity to light.	2.333
1999	main-news	MSRpar	2012train	0527	none	none	Davey graduated Saturday from Northwest College, which is affiliated with the Assemblies of God, with a bachelor of arts degree in religion and philosophy.	Davey started attending Northwest College, which is affiliated with the Assemblies of God, in 1999 with plans to become a minister.	2.250
2000	main-news	deft-news	2014	0084	none	none	the international atomic energy agency may have been tricked because it was eager for a deal.	the international atomic energy agency plan draws out negotiations for many months.	2.4
2001	main-news	deft-news	2014	0124	none	none	last week russia announced that it will suspend participation in the cfe.	nato regrets russia's decision to suspend participation in the cfe.	2.4
2002	main-news	deft-news	2014	0154	none	none	nicaragua commemorated the 25th anniversary of the sandinista revolution.	nicaragua has not reconciled how to approach the anniversary of the sandinista revolution.	2.4
2003	main-news	deft-news	2014	0249	none	none	china's cabinet the state council announced that it will amend regulations on "dual-use" nuclear technology to prevent nuclear terrorism.	amending regulations on dual-use nuclear technology will prevent nuclear terrorism.	2.4
2004	main-news	headlines	2013	0011	none	none	Australian PM Gillard set to win leadership challenge	Australian PM defiant under pressure over leadership	2.4
2005	main-news	headlines	2013	0022	none	none	Three Tibetans self-immolate in western China: report	7 Tibetans self-immolate in China	2.4
2006	main-news	headlines	2013	0100	none	none	Tsunami warning issued for southern Alaska	Tsunami warning after Canada quake	2.4
2007	main-news	headlines	2013	0446	none	none	NATO US troop detained over shooting of Afghan civilians	U.S. says saddened by shooting on Afghan civilians	2.4
2008	main-news	headlines	2013	0453	none	none	Clashes as Greeks protest against more cutbacks	Clashes erupt as Greek vote nears	2.4
2009	main-news	headlines	2013	0454	none	none	9 dead, 11 hurt, 4 missing in Mont Blanc avalanche	6 dead, several missing in Mont Blanc avalanche	2.4
2010	main-news	headlines	2013	0476	none	none	World stocks fall before Greek debt deal deadline	Asia stocks fall ahead of Greek debt deal deadline	2.4
2011	main-news	headlines	2013	0478	none	none	Isaac drenches Haiti, heads toward Cuba, Florida	Isaac nears Haiti with homeless quake population	2.4
2012	main-news	headlines	2013	0518	none	none	British Archbishop of Canterbury changes career to Cambridge	Archbishop of Canterbury to step down amid rifts	2.4
2013	main-news	headlines	2013	0548	none	none	Putin sworn in as Russian growth falters	Putin sworn in as Russia's president for 6 years	2.4
